deal_id,title,category,geo,cvr,image_quality_score,price,total_score,rewrite_recommended,desc_score,desc_label,title_score,title_label,img_score,opt_score,fp_score,priority_dims
c03af1d5-2ca8-4c61-99d0-bfc3e89089f9,Best Experience in San Francisco at Starlight Experiences,Things to Do,San Francisco,0.017331,1,80,23,True,10,generic_experience_best,8,generic,0,2,3,"description, title, options"
f426e648-4e88-41ba-97e1-32154ba24598,Must-Have Items at Great Prices,Retail,Manchester,0.010097,1,33,23,True,12,generic_dont_miss,8,generic,0,2,1,"description, title, options"
b04a6436-7f4c-4810-957e-ffb78e3bbadd,Amazing Auto Service at QuickLube Motor Works,Automotive,Madrid,0.020724,1,80,26,True,9,generic_save_on,8,generic,0,6,3,"description, title, options"
bda02180-cc87-4caf-ad87-ab8e0b5085dd,Incredible Meal for Two at Cedar BBQ,Food & Drink,New York,0.021919,2,14,28,True,11,generic_opportunity,8,generic,5,2,2,"description, title, options"
05c8dcbd-1192-4032-90fd-4a71f5b159e8,Enjoy a Fantastic Beauty Package at Lotus Skin Lounge,Beauty & Spas,London,0.02066,1,84,28,True,10,generic_experience_best,8,generic,0,6,4,"description, title, options"
bcffae7c-2b04-435b-95f5-c40e2dfce1bb,Incredible Escape at Azure Suites,Travel,London,0.015966,2,176,28,True,9,generic_save_on,8,generic,5,2,4,"description, title, options"
d21e2538-047b-4c9e-b6c7-1430682c2a1b,Fun for Everyone at Urban Adventures,Things to Do,Manchester,0.018092,1,38,29,True,9,generic_save_on,8,generic,0,10,2,"description, title, options"
a970972a-7645-459c-a866-066710d668a4,Fun for Everyone at Skyline Cruises,Things to Do,New York,0.011033,2,41,30,True,13,generic_highly_rated,8,generic,5,2,2,"description, title, options"
a0e232c0-a234-4884-a691-b81440632630,Enjoy a Fantastic Beauty Package at Luxe Aesthetics,Beauty & Spas,Miami,0.022114,1,20,30,True,9,generic_save_on,8,generic,0,10,3,"description, title, options"
ff0f8e4c-4154-455c-afc8-668d16f416a6,Best Auto Deal in Seattle at TopGear Auto Spa,Automotive,Seattle,0.019029,1,41,30,True,10,generic_experience_best,8,generic,0,10,2,"description, title, options"
ac90868f-607b-4cd7-9ba5-cca30134fae4,Fantastic Professional Service at SafeGuard Maintenance,Home Services,Denver,0.011953,1,73,30,True,10,generic_experience_best,8,generic,0,10,2,"description, title, options"
964a62e6-85eb-40b2-abd9-ed7312571e04,Incredible Meal for Two at Marco's Grill,Food & Drink,Manchester,0.021936,1,36,30,True,10,generic_experience_best,8,generic,0,10,2,"description, title, options"
cd881509-8282-46f7-9472-04eaa0b486fc,Amazing Home Service at GreenLeaf Services,Home Services,Birmingham,0.015606,2,74,31,True,9,generic_save_on,8,generic,5,6,3,"description, title, options"
265e93fa-e551-4ba0-90c8-3f7e15fd3d70,Amazing Hotel Getaway at Sunrise Suites,Travel,Los Angeles,0.012539,1,198,31,True,10,generic_experience_best,8,generic,0,10,3,"description, title, options"
872bbb9d-a910-415a-b804-cf2316c0496c,Amazing Auto Service at MasterMech Tire & Auto,Automotive,Los Angeles,0.012918,2,61,31,True,9,generic_save_on,8,generic,5,6,3,"description, title, options"
fa53b500-0507-45f0-9c0e-5f4148359e06,Amazing Auto Service at PrecisionAuto Car Wash & Detail,Automotive,Birmingham,0.019137,1,70,32,True,11,generic_opportunity,8,generic,0,10,3,"description, title, options"
0fc97d06-956d-43c4-81fe-c46d34c6d652,Best Home Care in Seattle at HomeFirst Experts,Home Services,Seattle,0.017091,1,62,32,True,9,generic_save_on,8,generic,0,10,5,"description, title, options"
035a45bf-1968-4bb9-ada5-b5aaf219c633,Top Picks for Every Budget,Retail,Madrid,0.014371,1,29,32,True,10,generic_experience_best,8,generic,0,10,4,"description, title, options"
22862007-0e22-49ad-b5ba-5a3940682794,Wonderful Adventure Awaits at Wildcard Adventures,Things to Do,Dallas,0.020956,3,12,33,True,10,generic_experience_best,8,generic,10,2,3,"description, title, options"
d9c6a089-e1b9-42fc-8819-4b32c3e9150a,Amazing Auto Service at Midas Service Center,Automotive,Miami,0.017467,1,66,33,True,12,generic_dont_miss,8,generic,0,10,3,"description, title, options"
da37b54a-b870-49b6-a570-8858d60f4c10,Fantastic Professional Service at Elite Solutions,Home Services,New York,0.016562,1,134,33,True,12,generic_dont_miss,8,generic,0,10,3,"description, title, options"
6facac7e-0d02-4a8c-864a-e17687b1e095,Fun for Everyone at Horizon Activities,Things to Do,Denver,0.015524,1,27,33,True,14,generic_great_way,8,generic,0,10,1,"description, title, options"
74b5dfb3-604e-4e38-86bd-1c80b0104daf,Incredible Vehicle Service at AutoShine Service Center,Automotive,Los Angeles,0.022944,1,85,33,True,12,generic_dont_miss,8,generic,0,10,3,"description, title, options"
5e48a019-03a4-4206-8264-e59508a6efba,Amazing Home Service at Spotless Care,Home Services,Birmingham,0.003516,2,114,34,True,10,generic_experience_best,8,generic,5,10,1,"description, title, options"
94d19fb4-c2ae-4cb5-b8da-c816df7ecd62,Fantastic Food & Drinks at Sofia's Grill,Food & Drink,Miami,0.015961,1,39,34,True,12,generic_dont_miss,8,generic,0,10,4,"description, title, options"
de894e8a-1a3e-4193-8071-92eb1f9eab76,Incredible Vehicle Service at QuickLube Auto Center,Automotive,Dallas,0.015264,1,42,34,True,11,generic_opportunity,8,generic,0,10,5,"description, title, options"
c5c82cdc-db0c-43fe-871a-439a3f5874ac,Wonderful Adventure Awaits at City Cruises,Things to Do,Houston,0.025262,1,72,35,True,14,generic_great_way,8,generic,0,10,3,"description, title, options"
c2d8df32-ef6d-4abc-a2fe-86e6deb775e2,Thrill & Excitement at Discovery Experiences,Things to Do,Miami,0.016562,2,45,36,True,18,generic_looking_for,8,generic,5,2,3,"description, title, options"
ec8ec258-a125-48ba-b6e9-3c4f5fbc5ce3,Top Picks for Every Budget,Retail,Barcelona,0.024279,2,24,36,True,9,generic_save_on,8,generic,5,10,4,"description, title, options"
8433993b-d8d8-4a1e-bc47-86cd47888ef3,Make Your Weekend Special at Discovery Entertainment,Things to Do,London,0.017996,1,67,36,True,14,generic_great_way,8,generic,0,10,4,"description, title, options"
7e295a7f-8a86-46e4-92ee-86bdb8cd4783,Incredible Escape at Seaside Inn,Travel,Denver,0.017352,2,151,36,True,10,generic_experience_best,8,generic,5,10,3,"description, title, options"
14ee9d28-2362-45cd-a4e5-dd4e7e4c3ef7,Explore & Enjoy at Epic Escape Room,Things to Do,Boston,0.022253,2,35,36,True,10,generic_experience_best,8,generic,5,10,3,"description, title, options"
a0065aff-c1ef-4f89-9d5e-ae0ffa46ba5d,Incredible Vehicle Service at TopGear Service Center,Automotive,London,0.015377,2,49,36,True,11,generic_opportunity,8,generic,5,10,2,"description, title, options"
e9e5dbfe-c0ee-4358-a2a4-3f428e0b77e4,Fantastic Resort Experience at Emerald Suites,Travel,Denver,0.015941,2,154,37,True,10,generic_experience_best,8,generic,5,10,4,"description, title, options"
c312e50b-43d5-4f3a-b2c8-cd1fc78929a7,Best Auto Deal in New York at MotorCraft Auto Spa,Automotive,New York,0.012044,2,83,37,True,12,generic_dont_miss,8,generic,5,10,2,"description, title, options"
57dbf5bc-aa1d-400b-8b32-bcbc4c5ce5b0,Your Dream Getaway at Grand Inn,Travel,Birmingham,0.013552,1,106,37,True,13,generic_highly_rated,18,specific_short,0,2,4,"description, options, title"
7fb69fe3-5e03-493c-a460-7f3753e26401,Amazing Activity Experience at Thrill Experiences,Things to Do,Manchester,0.013531,1,44,37,True,16,generic_treat_yourself,8,generic,0,10,3,"description, title, options"
8dc94ab0-44be-412e-9334-ec74167c64d4,Thrill & Excitement at Summit Activities,Things to Do,Boston,0.02311,1,64,38,True,18,generic_looking_for,8,generic,0,10,2,"description, title, options"
c6936ef8-4b72-44e8-a9a5-f4794f16e0b2,Best Vacation Deal at Grand Hotel & Spa,Travel,Miami,0.011918,2,201,38,True,11,generic_opportunity,8,generic,5,10,4,"description, title, options"
d176bb19-9d9e-4a4b-a201-0c273477d3af,Fantastic Professional Service at EcoShield Pros,Home Services,Denver,0.016849,2,119,38,True,11,generic_opportunity,8,generic,5,10,4,"description, title, options"
1b1ab3b5-0932-4145-a59f-71107ca742cd,Wonderful Adventure Awaits at Summit Escape Room,Things to Do,Miami,0.01525,2,23,38,True,10,generic_experience_best,8,generic,5,10,5,"description, title, options"
854ca377-79ee-40d4-80ce-f0e56599c475,Amazing Hotel Getaway at Harbor Resort,Travel,Miami,0.010198,2,250,38,True,12,generic_dont_miss,8,generic,5,10,3,"description, title, options"
e515caef-5005-4a33-9f83-d5fb457a1da9,Incredible Entertainment at Epic Activities,Things to Do,Chicago,0.008884,1,94,38,True,16,generic_treat_yourself,8,generic,0,10,4,"description, title, options"
67231f8b-55ed-49ae-9e77-7cc1bb5761af,Fantastic Food & Drinks at Copper Trattoria,Food & Drink,Madrid,0.02042,3,41,38,True,16,generic_treat_yourself,8,generic,10,2,2,"description, title, options"
a9df3aa8-dc1f-4f76-9e33-22abbcb7919c,Savor Delicious Flavors at Basil Smokehouse,Food & Drink,Barcelona,0.009696,1,35,39,True,12,generic_dont_miss,22,specific_medium,0,2,3,"description, options, title"
a55dede5-2304-4c24-8c30-3e287d5fc036,Amazing Home Service at GreenLeaf Home Services,Home Services,Dallas,0.022557,2,103,39,True,13,generic_highly_rated,8,generic,5,10,3,"description, title, options"
8a3e12c2-f686-4995-a954-6559ed5b0296,Amazing Home Service at FirstRate Care,Home Services,Chicago,0.02421,3,123,39,True,10,generic_experience_best,8,generic,10,10,1,"description, title, options"
0e7a7732-78fb-41d3-8421-1cd14eee2bb7,Best Wellness Deal at Core Performance Lab,Health & Fitness,San Francisco,0.017594,2,71,39,True,14,generic_great_way,8,generic,5,10,2,"description, title, options"
6abe933e-9792-4730-970c-d355e9d77ffe,Best Experience in Birmingham at Wildcard Cruises,Things to Do,Birmingham,0.026988,3,25,40,True,11,generic_opportunity,8,generic,10,10,1,"description, title, options"
0710f8a3-9c99-409b-a402-6b80d6d3f8e9,Wonderful Adventure Awaits at Sunset Entertainment,Things to Do,London,0.007788,2,84,40,True,13,generic_highly_rated,8,generic,5,10,4,"description, title, options"
2376c7e2-f31b-4124-a9ec-8676b7c9feea,Best Home Care in Manchester at TruGuard Experts,Home Services,Manchester,0.010643,2,53,40,True,13,generic_highly_rated,8,generic,5,10,4,"description, title, options"
637f83cf-6e5a-4a76-b177-0dfdd59d196f,Amazing Dining Experience at Stone Kitchen,Food & Drink,Houston,0.013348,3,14,40,True,9,generic_save_on,8,generic,10,10,3,"description, title, options"
3192f6e8-5a94-4857-b61d-f0f02301bfab,Incredible Savings on Home Services at Spotless Cleaning Co.,Home Services,London,0.015391,3,87,40,True,10,generic_experience_best,8,generic,10,10,2,"description, title, options"
b8802453-212b-4738-9c1c-135d9661cecb,Best Restaurant Deal in Denver at Cedar Eatery,Food & Drink,Denver,0.012206,3,34,40,True,9,generic_save_on,8,generic,10,10,3,"description, title, options"
250365ef-3444-411b-a08c-810ccac5a7f6,Amazing Hotel Getaway at Sunrise Inn,Travel,Manchester,0.011765,3,196,40,True,9,generic_save_on,8,generic,10,10,3,"description, title, options"
7a2cd444-5382-430a-bba4-6e2ce5a7b248,Fun for Everyone at Wildcard Adventures,Things to Do,Denver,0.021111,3,36,40,True,16,generic_treat_yourself,8,generic,10,2,4,"description, title, options"
9b518083-d6c9-45e5-a893-7935d0c4e4fe,Incredible Gift Ideas for Any Occasion,Retail,Chicago,0.010406,2,19,41,True,14,generic_great_way,18,specific_short,5,2,2,"description, options, title"
ec387575-25eb-4db3-971c-210a0645733f,Wonderful Culinary Experience at Stone Steakhouse,Food & Drink,Miami,0.020088,3,13,41,True,10,generic_experience_best,8,generic,10,10,3,"description, title, options"
37871e3a-4d79-4aae-9df2-867660e945bc,Make Your Weekend Special at Panorama Experiences,Things to Do,Denver,0.025515,3,40,41,True,12,generic_dont_miss,8,generic,10,10,1,"description, title, options"
6c0049af-df07-4455-b538-30219f7f278a,Escape the Everyday at Riviera Retreat,Travel,Houston,0.012606,1,331,41,True,10,generic_experience_best,18,specific_short,0,10,3,"description, title, options"
fd03a5cc-7523-485a-91a7-e2f8850ed531,Amazing Wellness Experience at Renew Fitness Studio,Health & Fitness,Seattle,0.024712,4,66,41,True,10,generic_experience_best,8,generic,17,2,4,"description, title, options"
4e039999-b218-4e24-9250-5953efda6ebf,Fantastic Food & Drinks at Red Brasserie,Food & Drink,Los Angeles,0.026852,3,26,41,True,11,generic_opportunity,8,generic,10,10,2,"description, title, options"
6a69df5b-4824-4606-9155-992bc16f2fb2,Top Picks for Every Budget,Retail,New York,0.015763,3,46,41,True,10,generic_experience_best,8,generic,10,10,3,"description, title, options"
b4e1afca-8433-452f-9bf8-194e7b1c3831,Create Lasting Memories at Skyline Adventures,Things to Do,Chicago,0.014547,2,59,41,True,16,generic_treat_yourself,8,generic,5,10,2,"description, title, options"
2d6a0639-3f01-4b12-a1c5-f8cf0e305a6a,Must-Have Items at Great Prices,Retail,Dallas,0.012111,2,10,42,True,16,generic_treat_yourself,8,generic,5,10,3,"description, title, options"
830f614d-a257-4b38-b1dc-54f497aae436,Amazing Home Service at BrightHome Home Services,Home Services,Boston,0.016329,2,70,42,True,16,generic_treat_yourself,8,generic,5,10,3,"description, title, options"
37a3338f-056e-4f78-a0d5-823e15de1f3a,Amazing Auto Service at MotorCraft Tire & Auto,Automotive,Dallas,0.020632,3,65,42,True,11,generic_opportunity,8,generic,10,10,3,"description, title, options"
4b01c9bc-8ddc-415a-b441-028356f3296b,Best Wellness Deal at Summit Performance Lab,Health & Fitness,Miami,0.016794,3,56,42,True,14,generic_great_way,8,generic,10,6,4,"description, title, options"
aef6b9ea-456e-4c35-8293-6a89b0de6612,Amazing Dining Experience at Golden Cafe,Food & Drink,London,0.010341,3,34,42,True,10,generic_experience_best,8,generic,10,10,4,"description, title, options"
8c85a346-2de1-4234-ac57-b4fd32141df6,Professional Care for Your Home at EcoShield Home Services,Home Services,Dallas,0.018289,1,180,42,True,9,generic_save_on,22,specific_medium,0,10,1,"description, title, options"
1b71aee1-3b43-4fc2-85e2-6f4135564b3c,Create Lasting Memories at Freefall Escape Room,Things to Do,Dallas,0.017515,3,54,42,True,10,generic_experience_best,8,generic,10,10,4,"description, title, options"
a0a5b033-a538-42e5-98d6-25d78cc5ed35,Unforgettable Fun at Explorer Entertainment,Things to Do,New York,0.014319,2,42,42,True,10,generic_experience_best,22,specific_medium,5,2,3,"description, options, title"
ebe07886-7595-48c7-bb66-a496e76e1b5c,Best Auto Deal in Boston at MotorCraft Auto Care,Automotive,Boston,0.023755,2,70,42,True,16,generic_treat_yourself,8,generic,5,10,3,"description, title, options"
daae885b-4d52-48f5-b8d7-189f5bdf4553,Best Home Care in Denver at Elite Pros,Home Services,Denver,0.0159,2,121,43,True,18,generic_looking_for,8,generic,5,10,2,"description, title, options"
3a259100-4b6c-4645-b5d9-446d0c425a77,Best Restaurant Deal in London at Harbor Kitchen,Food & Drink,London,0.019769,2,29,43,True,16,generic_treat_yourself,8,generic,5,10,4,"description, title, options"
f118fd2e-0d6a-47ce-b4b4-a45ad6a5f0a9,Enjoy a Fantastic Beauty Package at Opulent Beauty Studio,Beauty & Spas,New York,0.02083,3,72,43,True,11,generic_opportunity,8,generic,10,10,4,"description, title, options"
1932f630-6822-42d9-8db9-606f7425f025,Best Restaurant Deal in Boston at Golden Brasserie,Food & Drink,Boston,0.038569,5,18,43,True,10,generic_experience_best,8,generic,20,2,3,"description, title, options"
558ed06f-8f59-4412-bfde-1aa6c0671d53,Amazing Wellness Experience at Atlas Fitness Studio,Health & Fitness,Los Angeles,0.009738,2,68,43,True,16,generic_treat_yourself,8,generic,5,10,4,"description, title, options"
9afa207b-10b9-42ea-9431-9b180a010e03,Incredible Vehicle Service at RoadReady Tire & Auto,Automotive,Seattle,0.030937,4,67,44,True,13,generic_highly_rated,8,generic,17,2,4,"description, title, options"
647efb12-0121-48dd-9740-f4a47498f8d6,Incredible Gift Ideas for Any Occasion,Retail,Houston,0.013427,2,23,44,True,14,generic_great_way,18,specific_short,5,6,1,"description, title, options"
b0ec3156-2610-40c1-a960-28332893f211,Incredible Entertainment at Freefall Adventures,Things to Do,Denver,0.015945,3,24,44,True,12,generic_dont_miss,8,generic,10,10,4,"description, title, options"
